업소분류,업소명,연락처,지역,address,Latitude,Longitude,대표품목가격,영업상세,휴무일,데이터기준일자
음식점,명가국밥집,064-755-5999,제주시,제주특별자치도 제주시 번영로 553,33.4876812,126.6000458,부페7000원+검은콩국수6000원+한식7000원,오전6시~오후8시,연중무휴,2020.6.10
음식점,명가돈까스,064-711-0204,제주시,제주특별자치도 제주시 태성로2길 30-1,33.5007134,126.5475626,등심돈까스6000원+치즈돈까스7000원+안심돈까스6000원+치킨까스7000원,오전10시~오후8시,매주 일요일,2020.6.10
음식점,명경식당,064-794-9557,서귀포시,제주특별자치도 서귀포시 안덕면 화순로 88,33.2472792,126.3370588,짜장면5000원+짬뽕6000원,오전10시30분~오후7시,연중무휴(사전문의바람),2020.6.10
음식점,무진장오라점,064-712-6881,제주시,제주특별자치도 제주시 서광로2길 11-9,33.4991108,126.513764,한치물회7000원+자리물회7000원+회덮밥7000원,오전10시~오후10시,매월 첫째·셋째 월요일,2020.6.10
음식점,미루네,064-756-3048,제주시,제주특별자치도 제주시 오복4길 5,33.495616,126.5365341,돼지갈비(320g)12000원+냉면6000원,오후5시~밤12시,매주 일요일,2020.6.10
음식점,바당국수,064-733-9259,서귀포시,제주특별자치도 서귀포시 동문동로 21-1,33.2505547,126.5656113,멸치국수5000원+비빔국수6000원,오전9시~밤12시,둘째·넷째 화요일,2020.6.10
음식점,백년손님,064-783-3456,서귀포시,제주특별자치도 서귀포시 성산읍 금백조로 114,33.4386579,126.8611437,국밥6000원+고기국수6000원+멸치국수5000원,오전7시~오후9시,매월 둘째·넷째 목요일,2020.6.10
음식점,복자네,064-752-0611,제주시,제주특별자치도 제주시 진동로3길 34,33.5202404,126.5670524,냉모밀면6000원+멸치국수6000원+돼지고기숙주볶음(공기밥포함)9000원,오전11시~오후10시,매월 첫째.셋째.다섯째 화요일,2020.6.10
음식점,본가,064-724-8588,제주시,제주특별자치도 제주시 도남로 101,33.4912529,126.5285837,순두부해장국6000원+선지해장국7000원,오전8시~오전10시30분,매월 셋째 일요일,2020.6.10
음식점,부지깽이,064-723-3522,제주시,제주특별자치도 제주시 광양 13길 11-2,33.4992737,126.5316548,고등어밥6000원+보말국8000원+고등어국8000원+고등어조림(소)20000원+고등어조림(중)25000원+고등어조림(대)30000원,오전9시30분~오후11시,매주 일요일,2020.6.10
음식점,비자림길,064-782-5118,제주시,제주특별자치도 제주시 구좌읍 비자림로 2682,33.467852,126.7724183,흑돼지정식8000원+갈치조림(中)38000원+고등어조림(中)25000원,오전11시~오후6시,매주 화요일,2020.6.10
음식점,뽈살집,064-796-5860,제주시,제주특별자치도 제주시 한림읍 한림상로 194,33.4156535,126.2693328,뽈살(180g)9500원+갈매기살(180g)10000원+가브리살(180g)10000원,오후12시30분~오후11시,월 2회(휴일이 정해져 있지않음),2020.6.10
음식점,뽈살집 본관,064-763-6860,서귀포시,제주특별자치도 서귀포시 중정로91번길 37,33.2506684,126.5632005,뽈살9500원+창국장3000원,오후1시~오후1시,연중무휴,2020.6.10
음식점,뽈살집별관,064-763-6860,서귀포시,제주특별자치도 서귀포시 중정로91번길 39-1,33.2507801,126.5630323,돼지고기뽈살(180g)9500원+가브리살(180g)10000원,오후1시~오전1시,연중무휴,2020.6.10
음식점,뽕뽕식당,064-733-6639,서귀포시,제주특별자치도 서귀포시 중앙로42번길 31,33.2490386,126.5650223,멸치국수4000원+비빔국수5000원,오전11시~오후8시,매주 일요일,2020.6.10
음식점,산내들식당,064-702-0885,제주시,제주특별자치도 제주시 서광로4길 16,33.4986386,126.5140831,김치찌개6000원+순두부6000원+비빔밥6000원+육개장6000원,오전7시~오후7시,매주 일요일,2020.6.10
음식점,산들촌,064-712-1200,제주시,제주특별자치도 제주시 애월읍 평화로 2751,33.4222395,126.4092532,성게국10000원+전복죽10000원,오전9시~오후9시,매주 일요일,2020.6.10
음식점,삼이사,064-732-0324,서귀포시,제주특별자치도 서귀포시 명동로 6,33.2469417,126.5627818,행복밥상정식7000원+몸국7000원,오전11시~오후21시,매주 일요일,2020.6.10
음식점,삼주손칼국수,064-756-8892,제주시,제주특별자치도 제주시 천수로 56,33.5038748,126.5430717,닭칼국수6000원+해물칼국수6000원+멸치칼국수5500원+김밥2000원,오전7시~오후5시,매주 일요일,2020.6.10
음식점,새당골식당,064-794-2251,서귀포시,제주특별자치도 서귀포시 안덕면 덕수서로 40,33.2538229,126.3047616,정식7000원+갈치조림(중)35000원,오전11~오후9시,둘째·넷째 일요일,2020.6.10
음식점,새서울두루치기,064-732-4211,서귀포시,제주특별자치도 서귀포시 태평로 406,33.2444858,126.5637244,흑돼지두루치기6000원+낙지두루치기6000원,오전10시~오후10시,설.추석 당일,2020.6.10
음식점,생원전복,064-792-2109,서귀포시,제주특별자치도 서귀포시 안덕면 산방로 7,33.245869,126.3307927,돈샤브샤브10000원+전복죽10000원,오전10시~오후9시,연중무휴,2020.6.10
음식점,서림칡냉면,064-756-2009,제주시,제주특별자치도 제주시 진동로3길 34,33.5202404,126.5670524,동태찌개6000원+냉면6000원,오전11시~오후4시,매주 일요일,2020.6.10
음식점,성광식당,064-767-4110,서귀포시,제주특별자치도 서귀포시 일주동로 8184,33.2607717,126.6131358,순대국5000원+내장탕5000원+순두부5000원+김치찌개6000원,오전11시~오후7시,매주 일요일,2020.6.10
음식점,성춘식당,064-753-0528,제주시,제주특별자치도 제주시 성지로 68,33.5112631,126.5304718,순두부5000원+몸국6000원+고기국수6000원+국밥6000원+자리물회8000원,오전8시~오후9시,연중무휴,2020.6.10
음식점,속초집,064-752-2848,제주시,제주특별자치도 제주시 신산로 6,33.5127251,126.5317343,냉면7000원+쭈꾸미8000원,오전10시~오후10시,연중무휴,2020.6.10
음식점,순희뽀글이,064-755-7441,제주시,제주특별자치도 제주시 공설로 27-1,33.4976937,126.5173167,정식6000원+청국장6000원+비빔밥4000원+순두부6000원+파전5000원,오전7시~오후5시,매주 일요일,2020.6.10
음식점,승범이네집(대영수산회센타),064-744-3538,제주시,제주특별자치도 제주시 월랑로 56-1,33.4902607,126.4750794,생선지리8000원+어내장탕8000원+회덮밥8000원+매운탕8000원+초밥8000원,오전10시~오후11시,설·추석 당일,2020.6.10
음식점,신영식당,064-763-3022,서귀포시,제주특별자치도 서귀포시 중앙로71번길 4,33.2510585,126.5609911,된장찌개6000원+순두부6000원,오전11시~오후11시,연중무휴,2020.6.10
음식점,신춘반점,064-722-6992,제주시,제주특별자치도 제주시 진동로5길 30,33.521375,126.5663115,짜장면4000원+간짜장5000원+짬뽕5000원+볶음밥5000원,오전10시30분~오후8시,매주 월요일,2020.6.10
음식점,양반촌,064-721-7185,제주시,제주특별자치도 제주시 서광로5길 29,33.5027502,126.5143453,돼지주물럭7000원+된장찌개6000원+냉면6000원+국수4000원,오전10시~오후10시,매주 토요일,2020.6.10
음식점,영춘반점,,서귀포시,제주특별자치도 서귀포시 중앙로 156,33.2583344,126.560288,짜장면3500원+짬뽕6500원,오전10시30분~오후8시(화요일오후3시까지),매주 토요일,2020.6.10
음식점,영춘식당,064-900-2770,제주시,제주특별자치도 제주시 도남로7길 37-1,33.4968895,126.5273627,두루치기(2인분)12000원+김치찌개6000원+갈비탕7000원+된장찌개6000원,오전10시~오후8시,매주 일요일,2020.6.10
음식점,옛날어전,064-733-2333,서귀포시,제주특별자치도 서귀포시 동문동로 31,33.2510316,126.5649028,참치초밥8000원+참치회덮밥8000원,오전11시~오후10시30분(토일오후5시오픈),연중무휴,2020.6.10
음식점,오동여,064-742-9086,제주시,제주특별자치도 제주시 추자로 18,33.9637384,126.2972878,삼치회(2인)30000원+자연산회(소)30000원+자연산회(대)50000원+해산물모듬회(소)30000원+해산물모듬회(대)50000원,오전9시~오후9시,연중무휴,2020.6.10
음식점,요메기섬 현재식당,070-7778-3356,제주시,제주특별자치도 제주시 도두항길 10,33.5060765,126.4672418,정식6000원+활우럭매운탕10000원+전복해물뚝배기12000원,오전9시~오후9시,매주 일요일,2020.6.10
음식점,용담생국수,064-743-2503,제주시,제주특별자치도 제주시 용담로 95,,,고기국수6000원+몸국6000원,오전7시~오후10시,매주 일요일,2020.6.10
음식점,윤애국수냉면,064-726-1381,제주시,제주특별자치도 제주시 탑동로 31-1,,,고기국수6000원+멸치국수5000원+비빔국수5000원+냉면6000원+콩국수6000원+찐만두5000원,오전8시~밤12시,연중무휴,2020.6.10
음식점,은혜중화요리,064-723-0919,제주시,제주특별자치도 제주시 인다2길 20,,,짜장면5000원+셋탕탕수육10000원,오전11시~오후8시,메주 월요일,2020.6.10
음식점,이서림,064-724-0058,제주시,제주특별자치도 제주시 중앙로24길 4,,,김치찌개(공기밥별도)5000원+열무국수4000원,오전11시30분~오후11시(브레이크타임있음),매월 첫째·셋째 일요일,2020.6.10
음식점,이오리,064-751-4905,제주시,제주특별자치도 제주시 도리로 53,,,정식7000원+오리탕7000원,오전10시~오후10시30분,설·추석 연휴,2020.6.10
음식점,인풍감자탕,064-758-8414,제주시,제주특별자치도 제주시 만덕로 36,,,뼈우거지탕7000원+콩나물해장국6000원+몸국7000원+육개장7000원+대패삼겹살7000원,오전11시~오후10시(브레이크타임있음.일요일오후4시오픈),연중무휴,2020.6.10
음식점,일오삼가든,064-723-0153,제주시,제주특별자치도 제주시 진남로8길 13,,,돼지목살(제주산)12000원+김치찌개6000원+된장찌개6000원,오후4시30분~오후10시30분,설·추석 연휴,2020.6.10
음식점,작은식당,064-792-3008,서귀포시,제주특별자치도 서귀포시 대정읍 신영로 36번길 69-1,,,김치찌개7000원+두루치기8000원+흑돼지오겹살(500g)39000원,오전9시~오후9시30분,대정오일장날(매월1·6·11·16·21·26일),2020.6.10
음식점,장군닭,064-744-2216,제주시,제주특별자치도 제주시 신광로6길 2,,,후라이드치킨16000원+양념치킨17000원,오후2시~오전2시,매주 일요일,2020.6.10
음식점,재현이네갈비,064-711-5323,제주시,제주특별자치도 제주시 선덕로 7,,,갈비10000원+등갈비11000원,오후4시~오후10시,첫째·셋째 일요일,2020.6.10
음식점,제주토속,064-758-8948,제주시,제주특별자치도 제주시 동광로1길 27-1,,,몸국5000원+멸치국수4000원,오전9시~오후7시,매월 마지막 일요일,2020.6.10
음식점,좀녀마을뚝배기,064-745-3535,제주시,제주특별자치도 제주시 은남길 25,,,순두부5000원+해물뚝배기8000원+성게국10000원,오전8시~오후8시,설.추석명절 당일,2020.6.10
음식점,줄서서먹는짜장,064-738-6465,서귀포시,제주특별자치도 서귀포시 일주동로 9213,,,환경짜장3500원+짬뽕6000원,오전11시~오후8시,매월 첫째 둘째 금요일·셋째 넷째 토요일,2020.6.10
음식점,진심칼국수,,제주시,제주특별자치도 제주시 애월읍 중산간서로 6703,,,칼국수6500원+김치칼국수6500원+흑돼지불고기(120g)3500원+제육덮밥7500원,오전10시~오후8시(토요일오후3시까지),매주 일요일,2020.6.10
음식점,초밥군커피씨,,제주시,제주특별자치도 제주시 흥운길 46,,,부시리초밥7900원+광어초밥8900원+부시리용초밥(2인분)15800원+광어용초밥(2인분)17800원,오전11시~오후3시(예약제운영),연중무휴,2020.6.10
음식점,추가네,064-723-7588,제주시,제주특별자치도 제주시 서사로 176,,,추어탕6000원+통추어탕7000원,오전10시~오후5시,매주 토요일,2020.6.10
음식점,추억의집,064-743-9779,제주시,제주특별자치도 제주시 연삼로 414-1,,,순대국밥6000원+김치찌개6000원,오전11시~오후9시,매주 일요일,2020.6.10
음식점,탐라가든,064-757-5187,제주시,제주특별자치도 제주시 서사로 51,,,돼지생갈비(200g)10000원+돼지양념갈비(230g)8000원+흑돼지(180g)17000원+냉면6000원,오후12시~오후10시,매주 월요일,2020.6.10
음식점,태연종합 정육식당,064-723-0187,제주시,제주특별자치도 제주시 서사로 187,,,김치찌개5000원+된장찌개5000원,오전11시~오후12시,연중무휴,2020.6.10
음식점,테왁,064-742-4949,제주시,제주특별자치도 제주시 서해안로 155,,,전복물회10000원+자리물회10000원+성게미역국8000원+회덮밥10000원,오전11시~오후11시,설추석 연휴,2020.6.10
음식점,푸른바다회포차,,제주시,제주특별자치도 제주시 수덕7길 47,,,광어회30000원+돈까스5000원,오후5시30분~밤12시,연중무휴,2020.6.10
음식점,한동네,064-732-4573,서귀포시,제주특별자치도 서귀포시 동부로 4,,,성게보말국12000원+열무국수6000원,오전11시~오후11시,둘째·넷째 수요일,2020.6.10
음식점,한라산도야지 남사골,064-751-0202,제주시,제주특별자치도 제주시 서광로3길 48,,,오겹살(200g)11000원+목살(200g)11000원+돼지고기샤브샤브(200g)11000원,오후5시~오후10시,매월 첫째·셋째 월요일,2020.6.10
음식점,한아름식당,064-794-9557,서귀포시,제주특별자치도 서귀포시 표선면 세성로 265,,,돼지고기(생고기)10000원,오전11시~오후8시(브레이크타임있음),연중무휴,2020.6.10
음식점,해동이네,064-725-2007,제주시,제주특별자치도 제주시 임항로 242,,,해장국7000원+내장탕8000원+육개장8000원,오전5시~오후3시,매주 월요일,2020.6.10
음식점,해림식당,064-757-7698,제주시,제주특별자치도 제주시 남성로 20-1,,,김치찌개7000원+된장찌개7000원+만두백반6000원+순두부7000원+참치찌개7000원,오전6시~오후5시,매주 일요일,2020.6.10
음식점,해바라기,064-764-9909,서귀포시,제주특별자치도 서귀포시 남원읍 한신로 280,,,보리밥(겨울철김치찌개)6000원+순대국밥6000원,오전10시30분~오후10시,매월 둘째·넷째 목요일,2020.6.10
음식점,해아름,064-758-1833,제주시,제주특별자치도 제주시 가령로 7,,,뼈해장국7000원+접짝뼈국8000원,오전10시30분~오후20시,매주 일요일,2020.6.10
음식점,행복맛집,064-758-6788,제주시,제주특별자치도 제주시 진남로6길 32,,,순두부(수제)7000원+제주산고사리육개장7000원+동태탕7000원+알내장탕7000원,오전11시~오후10시(일요일오후5시이후영업),연중무휴,2020.6.10
음식점,현기네식당,064-722-0722,제주시,제주특별자치도 제주시 번영로 487,,,순두부6000원+된장찌개7000원,오전5시30분~오후2시30분,매주 일요일,2020.6.10
음식점,현옥식당,064-757-3439,제주시,제주특별자치도 제주시 서광로2길 35,,,정식4000원+김치찌개6000원+된장찌개6000원+두루치기7000원,오전7시~오후10시,설·추석 연휴,2020.6.10
음식점,황궁쟁반 탐라원,064-749-6644,제주시,제주특별자치도 제주시 원노형6길 7,,,짜장면2500원+짬뽕3500원+탕수육7000원,오전11시~오후8시,매주 일요일,2020.6.10
음식점,효동각,064-751-1507,제주시,제주특별자치도 제주시 동광로6길 31,,,짜장면4000원+짬뽕면5000원+볶음밥5000원,오전11시~오후8시,매주 화요일,2020.6.10
음식점,후년하우스,064-759-9292,제주시,제주특별자치도 제주시 삼봉로 12,,,돼지고기샤브샤브11000원+말고기샤브샤브13000원,오전10시~오후10시(브레이크타임있음),설·추석 연휴,2020.6.10
이미용,남문이용원,064-757-5935,제주시,제주특별자치도 제주시 남성로 125,,,이발(학생)5000원+이발+면도+염색25000원,오전8시~오후7시,매주 일요일,2020.6.10
이미용,도남이용원,064-752-2882,제주시,제주특별자치도 제주시 신성로 55,,,커트7000원+커트+염색15000원+커트+앞면도12000원,오전6시~오후7시,매주 일요일,2020.6.10
이미용,라영헤어숍,064-744-3340,제주시,제주특별자치도 제주시 다랑곶 4길 18,,,컷트8000원+컷트(샴푸시)10000원+염색20000~30000원,오전9시~오후8시,첫째·셋째 일요일,2020.6.10
이미용,머리만지는남자,064-723-8501,제주시,제주특별자치도 제주시 중앙로 205,,,커트9000원+펌20000원,오전10시~오후8시,연중무휴,2020.6.10
이미용,머리하기 좋은날,064-713-6667,제주시,제주특별자치도 제주시 신대로 6길 11,,,컷트7000원+염색(커트드라이별도)25000원+파마25000원,오전10시~오후7시,설·추석 연휴,2020.6.10
이미용,삼진헤어아트,064-762-9933,서귀포시,제주특별자치도 서귀포시 중앙로 198-11,,,커트(샴푸미포함)12000원+파마25000원,오전8시분~오후6시30분,연중무휴,2020.6.10
이미용,소리헤어샵,064-762-0806,서귀포시,제주특별자치도 서귀포시 중앙로4번길 4,,,일반펌30000원+염색30000원,오전9시~오후8시,매주 화요일,2020.6.10
이미용,수&진헤어샵,,제주시,제주특별자치도 제주시 용남길 20,,,컷트10000원+염색25000원+파마25000원,오전9시~오후7시,매주 월요일,2020.6.10
이미용,아름다운 사람들,064-722-7741,제주시,제주특별자치도 제주시 중앙로 69,,,일반펌30000원+컷트10000원+매직50000~70000원+염색20000~50000원,오전9시30분~오후8시,연중무휴,2020.6.10
이미용,아름다운풍경 미용실,064-732-8858,서귀포시,제주특별자치도 서귀포시 흙담솔로 20,,,커트9000원+파마25000원,오전8시~오후7시,첫째·셋째 일요일,2020.6.10
이미용,영미용실,064-762-8043,서귀포시,제주특별자치도 서귀포시 이중섭로 5-7,,,커트7000원+파마30000원,오전8시~오후6시,연중무휴,2020.6.10
이미용,영미헤어라인,064-762-5458,서귀포시,제주특별자치도 서귀포시 중앙로48번길 8-1,,,커트10000원+드라이6000~10000원,오전9시30분~오후6시30분,매주 일요일,2020.6.10
